Policy_ID,Policyholder_Name,Age,Gender,Policy_Start_Date,Policy_End_Date,Country,Vehicle_Make,Vehicle_Model,Vehicle_Year,Autonomy_Level,VIN,Coverage_Type,Annual_Premium,Deductible,Claim_History,Last_Claim_Date,Claim_Amount,Safety_Score,Num_Accidents,IoT_Monitoring,Past_Fraud_Record,Policy_Status,ML_Risk_Score,Dynamic_Risk_Score,Risk_Category
10178,John Thomas,43,1,0,0,0,1,13,2020,0,1HGCM82633A457928,0,1064,553,2,0,1190,99,2,1,0,0,99,99,VERY HIGH
10179,Elijah Holmes,33,0,0,0,0,4,4,2019,1,1HGCM82633A102505,2,1474,545,1,0,2218,65,5,0,0,0,65,75,HIGH B
10180,Pamela Mcdonald,25,1,0,0,0,5,0,2022,0,1HGCM82633A367326,0,1296,575,0,0,0,92,2,1,0,0,92,92,VERY HIGH
10181,Travis Barton,54,0,0,0,1,4,4,2021,2,1HGCM82633A835288,2,993,351,2,0,4015,77,2,0,0,0,77,77,HIGH B
10182,Lauren Hernandez,43,0,0,0,0,4,14,2019,2,1HGCM82633A979397,2,897,564,1,0,3775,69,3,0,0,0,69,79,HIGH B
10183,Taylor Bridges,36,1,0,0,1,2,11,2022,2,1HGCM82633A300023,0,1152,499,3,0,4502,68,5,1,0,0,68,78,HIGH B
10184,Lisa Guerrero,44,0,0,0,1,4,14,2020,1,1HGCM82633A864573,0,899,574,3,0,996,92,5,0,0,0,92,102,VERY HIGH
10185,Ryan Robbins,27,1,0,0,0,4,5,2023,1,1HGCM82633A757123,1,871,580,1,0,4306,72,1,0,0,0,72,72,HIGH B
10186,Christopher Mayer,37,1,0,0,0,1,13,2023,2,1HGCM82633A835006,2,1454,617,3,0,4921,85,5,0,1,0,85,115,VERY HIGH
10187,Jason Hudson,65,1,0,0,1,0,1,2019,0,1HGCM82633A830287,1,1020,565,1,0,57,69,1,0,1,0,69,89,VERY HIGH
10188,Joshua Miller,30,0,0,0,1,2,11,2021,2,1HGCM82633A703695,0,1429,363,3,0,3035,99,4,1,0,0,99,109,VERY HIGH
10189,Alexander Stokes,33,0,0,0,0,3,9,2021,0,1HGCM82633A098527,2,1448,489,1,0,948,92,2,0,0,0,92,92,VERY HIGH
10190,Jeremy Humphrey,48,1,0,0,0,0,10,2022,1,1HGCM82633A668539,0,946,525,0,0,0,78,5,1,0,0,78,88,VERY HIGH
10191,Brandon Moore,63,0,0,0,1,4,4,2020,2,1HGCM82633A997187,1,1071,679,1,0,956,70,1,0,1,0,70,90,VERY HIGH
10192,Nicholas Johnson,36,1,0,0,1,2,12,2021,2,1HGCM82633A922016,0,903,553,1,0,4263,62,0,1,1,0,62,82,VERY HIGH
10193,Dillon Cruz,41,0,0,0,1,4,5,2019,2,1HGCM82633A459388,2,1330,381,3,0,1992,60,1,1,0,0,60,60,HIGH A
10194,Juan Martin,65,1,0,0,0,3,7,2021,0,1HGCM82633A045251,1,1437,539,2,0,4737,86,0,1,0,0,86,86,VERY HIGH
10195,Tina Chang,53,1,0,0,1,0,10,2022,1,1HGCM82633A918192,0,1103,634,1,0,1739,65,4,1,0,0,65,75,HIGH B
10196,Ryan Walker,58,1,0,0,1,0,1,2021,1,1HGCM82633A832363,2,1331,580,1,0,2718,96,5,0,0,0,96,106,VERY HIGH
10197,Jessica Moore,44,1,0,0,1,5,0,2020,2,1HGCM82633A583375,1,1113,343,2,0,1187,88,0,0,1,0,88,108,VERY HIGH
10198,Matthew Hammond,28,0,0,0,1,2,12,2020,0,1HGCM82633A545019,1,909,497,2,0,1620,91,3,0,1,0,91,121,VERY HIGH
10199,Brian Joseph,33,0,0,0,1,4,4,2019,0,1HGCM82633A885716,1,1067,662,0,0,0,61,3,0,1,0,61,91,VERY HIGH
10200,Sandra Martinez,64,1,0,0,1,2,12,2019,0,1HGCM82633A752436,1,1283,526,1,0,2900,87,3,0,1,0,87,117,VERY HIGH
10201,Amanda Houston,62,1,0,0,0,1,3,2020,0,1HGCM82633A415584,0,1337,658,3,0,3932,75,3,1,1,0,75,105,VERY HIGH
10202,Danielle Beasley,28,0,0,0,0,0,10,2023,0,1HGCM82633A249066,2,1484,647,2,0,1,69,0,1,1,0,69,89,VERY HIGH
10203,Dawn Edwards,46,0,0,0,0,4,14,2023,1,1HGCM82633A771652,1,1358,387,3,0,3279,60,0,1,0,0,60,60,HIGH A
10204,Michael Woods,46,1,0,0,1,1,13,2023,1,1HGCM82633A314122,0,904,578,2,0,499,75,0,1,1,0,75,95,VERY HIGH
10205,Paul Fox,35,1,0,0,1,0,1,2022,2,1HGCM82633A837446,2,827,587,3,0,133,67,0,0,0,0,67,67,HIGH A
10206,Timothy Brown,65,0,0,0,0,0,10,2020,1,1HGCM82633A853323,2,1408,558,2,0,1528,87,5,1,1,0,87,117,VERY HIGH
10207,Charlotte Bird,63,1,0,0,1,0,10,2022,2,1HGCM82633A023623,2,1278,681,2,0,2822,77,1,1,0,0,77,77,HIGH B
10208,Sierra Perkins,54,0,0,0,0,0,10,2023,2,1HGCM82633A384073,1,1491,426,0,0,0,66,3,1,0,0,66,76,HIGH B
10209,Christopher Wagner,49,0,0,0,0,3,9,2022,1,1HGCM82633A688712,1,1176,306,1,0,4645,73,0,0,0,0,73,73,HIGH B
10210,Stephanie English,67,1,0,0,1,1,3,2020,0,1HGCM82633A367465,1,823,578,3,0,2807,60,1,0,1,0,60,80,VERY HIGH
10211,Nicholas Stafford,53,0,0,0,0,3,7,2021,1,1HGCM82633A933008,2,1222,495,1,0,2319,91,3,1,1,0,91,121,VERY HIGH
10212,Danielle Mckinney,65,0,0,0,1,4,14,2022,1,1HGCM82633A298409,2,1400,669,2,0,3847,95,2,0,1,0,95,115,VERY HIGH
10213,Hunter Gallegos,62,1,0,0,1,3,9,2022,1,1HGCM82633A842073,1,867,649,1,0,2714,74,3,1,1,0,74,104,VERY HIGH
10214,John Alexander,34,1,0,0,1,3,7,2020,2,1HGCM82633A455966,0,1034,632,1,0,81,93,5,0,1,0,93,123,VERY HIGH
10215,Steven Evans,36,0,0,0,1,2,11,2023,0,1HGCM82633A933634,0,1290,380,0,0,0,67,3,0,1,0,67,97,VERY HIGH
10216,Katrina Morton,44,0,0,0,0,1,3,2021,1,1HGCM82633A887546,0,861,691,2,0,1800,89,5,0,0,0,89,99,VERY HIGH
10217,Matthew Williams,49,1,0,0,1,3,7,2019,1,1HGCM82633A347103,0,1101,458,0,0,0,60,0,1,0,0,60,60,HIGH A
10218,Savannah Werner,63,1,0,0,1,5,0,2023,0,1HGCM82633A329259,0,1374,369,0,0,0,64,5,1,0,0,64,74,HIGH B
10219,Alexa Ewing,37,1,0,0,1,2,12,2019,1,1HGCM82633A092436,2,1256,556,1,0,4422,66,1,0,1,0,66,86,VERY HIGH
10220,Shannon Miller,57,1,0,0,0,5,0,2023,0,1HGCM82633A102098,0,1187,490,2,0,4601,96,4,0,1,0,96,126,VERY HIGH
10221,Daniel Mccall,40,1,0,0,0,1,3,2021,2,1HGCM82633A522729,1,1161,558,2,0,171,60,0,1,1,0,60,80,VERY HIGH
10222,Laurie Shepard,68,1,0,0,0,4,5,2022,2,1HGCM82633A006902,1,1482,364,2,0,2136,68,0,1,1,0,68,88,VERY HIGH
10223,Eric Schultz,45,1,0,0,0,1,3,2020,2,1HGCM82633A930525,1,1128,397,0,0,0,99,5,1,1,0,99,129,VERY HIGH
10224,Mary Hill,50,1,0,0,1,2,11,2019,2,1HGCM82633A954172,1,1037,501,0,0,0,86,4,0,0,0,86,96,VERY HIGH
10225,Kayla Hansen,41,1,0,0,1,5,0,2021,2,1HGCM82633A976296,1,807,696,2,0,1857,71,2,0,0,0,71,71,HIGH B
10226,Matthew Hurley,35,0,0,0,0,1,13,2022,1,1HGCM82633A912741,2,1494,321,2,0,42,61,4,1,1,0,61,91,VERY HIGH
10227,Deborah Glover,36,0,0,0,0,1,13,2019,2,1HGCM82633A588100,2,994,532,3,0,4859,99,2,0,1,0,99,119,VERY HIGH
10228,Reginald Taylor,32,1,0,0,1,0,1,2022,0,1HGCM82633A667052,2,1497,675,3,0,4914,60,5,1,1,0,60,90,VERY HIGH
10229,Maria Brady,51,0,0,0,0,4,4,2022,1,1HGCM82633A036009,1,1458,683,1,0,2070,64,5,1,0,0,64,74,HIGH B
10230,Nicholas Phillips,44,1,0,0,0,4,14,2020,1,1HGCM82633A807828,1,1334,630,3,0,2624,94,5,0,1,0,94,124,VERY HIGH
10231,Leah Jackson,54,1,0,0,1,1,3,2021,1,1HGCM82633A974443,2,1091,492,0,0,0,91,5,1,1,0,91,121,VERY HIGH
10232,Adam Fields,42,0,0,0,0,3,9,2023,0,1HGCM82633A810422,1,826,315,3,0,3195,94,2,0,1,0,94,114,VERY HIGH
10233,Teresa Wilson,60,0,0,0,0,1,13,2023,1,1HGCM82633A052591,0,1115,520,0,0,0,74,0,1,1,0,74,94,VERY HIGH
10234,Daniel Hayes,65,1,0,0,1,0,10,2020,1,1HGCM82633A778811,1,1303,474,1,0,367,83,4,0,1,0,83,113,VERY HIGH
10235,Ricardo Daniels,59,1,0,0,1,4,4,2020,0,1HGCM82633A681326,0,1148,399,0,0,0,61,3,0,0,0,61,71,HIGH B
10236,Kayla Hernandez,61,1,0,0,0,5,0,2023,0,1HGCM82633A220691,2,1064,341,2,0,2922,68,3,0,0,0,68,78,HIGH B
10237,Derek Turner,46,1,0,0,0,1,13,2021,2,1HGCM82633A769597,1,1394,487,1,0,58,90,3,0,0,0,90,100,VERY HIGH
10238,Richard Johnson,30,0,0,0,1,2,11,2022,1,1HGCM82633A558039,0,1239,405,3,0,1573,77,0,1,1,0,77,97,VERY HIGH
10239,Jacob Wang,45,0,0,0,1,2,11,2020,0,1HGCM82633A808810,1,930,660,2,0,1794,91,1,1,1,0,91,111,VERY HIGH
10240,Tommy White,45,1,0,0,0,5,0,2020,1,1HGCM82633A776037,1,1478,665,0,0,0,67,3,0,1,0,67,97,VERY HIGH
10241,Stacy Vega,44,0,0,0,0,4,4,2021,2,1HGCM82633A207826,0,973,585,1,0,3893,75,0,0,0,0,75,75,HIGH B
10242,Shawn Webb,28,0,0,0,0,2,11,2022,2,1HGCM82633A799297,0,944,329,0,0,0,69,5,1,1,0,69,99,VERY HIGH
10243,Garrett Jordan,63,1,0,0,1,3,2,2023,0,1HGCM82633A286635,0,1109,506,1,0,4350,88,5,0,1,0,88,118,VERY HIGH
10244,Daniel Estes,65,1,0,0,1,0,1,2020,2,1HGCM82633A957395,0,1016,626,2,0,3734,65,2,0,1,0,65,85,VERY HIGH
10245,Erica Thomas,54,1,0,0,0,0,1,2022,0,1HGCM82633A482891,0,866,364,3,0,3557,66,2,1,0,0,66,66,HIGH A
10246,Michael Burke,45,1,0,0,0,4,4,2023,1,1HGCM82633A318734,2,1308,475,3,0,4131,77,2,1,0,0,77,77,HIGH B
10247,Dale Anthony,42,1,0,0,0,0,10,2020,0,1HGCM82633A003392,0,1266,571,3,0,3439,80,4,0,0,0,80,90,VERY HIGH
10248,David Roberts,46,0,0,0,0,1,13,2022,0,1HGCM82633A656010,0,886,587,0,0,0,68,0,1,1,0,68,88,VERY HIGH
10249,Christopher Adams,44,1,0,0,0,5,0,2020,2,1HGCM82633A874867,0,1168,496,2,0,3430,73,3,1,0,0,73,83,VERY HIGH
10250,Michael Barber,61,1,0,0,1,5,0,2022,0,1HGCM82633A180985,0,864,596,1,0,2592,77,2,0,1,0,77,97,VERY HIGH
10251,Wendy Santana,58,0,0,0,1,0,10,2023,1,1HGCM82633A001419,1,1347,470,3,0,2747,85,2,1,0,0,85,85,VERY HIGH
10252,Patricia Johnston,70,0,0,0,1,2,11,2020,0,1HGCM82633A834422,1,994,387,1,0,638,77,4,1,0,0,77,87,VERY HIGH
10253,Breanna Liu,67,0,0,0,0,2,12,2022,0,1HGCM82633A742943,0,855,564,0,0,0,65,5,1,0,0,65,75,HIGH B
10254,Steven Beck,34,1,0,0,1,0,1,2019,1,1HGCM82633A390587,1,928,471,1,0,4974,74,4,0,1,0,74,104,VERY HIGH
10255,Robert Nelson,31,1,0,0,1,3,8,2020,0,1HGCM82633A949302,2,1072,441,2,0,1385,88,5,0,0,0,88,98,VERY HIGH
10256,Megan Barnes,30,0,0,0,0,3,8,2021,1,1HGCM82633A780853,0,1138,518,0,0,0,81,0,0,1,0,81,101,VERY HIGH
10257,Joyce Beck,44,1,0,0,1,5,0,2021,1,1HGCM82633A343157,0,891,586,2,0,3753,60,4,1,0,0,60,70,HIGH B
10258,Kevin Campbell,60,0,0,0,1,5,0,2022,1,1HGCM82633A861261,1,1090,314,3,0,194,89,0,1,1,0,89,109,VERY HIGH
10259,Anna Phelps,46,0,0,0,0,2,11,2019,2,1HGCM82633A726483,1,958,512,0,0,0,79,1,1,0,0,79,79,HIGH B
10260,Cassandra Jones,51,0,0,0,0,2,11,2020,2,1HGCM82633A568056,2,1168,602,1,0,675,65,1,1,0,0,65,65,HIGH A
10261,Kirsten Barton,55,1,0,0,0,2,11,2021,1,1HGCM82633A892049,2,1058,526,0,0,0,79,3,0,0,0,79,89,VERY HIGH
10262,Philip Hinton,55,1,0,0,1,5,0,2020,2,1HGCM82633A736118,1,1100,383,1,0,2302,72,0,0,1,0,72,92,VERY HIGH
10263,Michael Curry,34,0,0,0,1,5,0,2022,0,1HGCM82633A033319,2,879,395,3,0,3372,65,0,1,0,0,65,65,HIGH A
10264,Stephen Kelley,38,0,0,0,1,1,13,2020,0,1HGCM82633A337131,2,1402,611,0,0,0,88,2,1,0,0,88,88,VERY HIGH
10265,Lindsey Pierce,56,1,0,0,0,5,0,2023,0,1HGCM82633A969647,0,1304,686,1,0,4267,78,4,1,0,0,78,88,VERY HIGH
10266,Rachel Bell,48,1,0,0,1,5,0,2023,0,1HGCM82633A303738,2,1111,306,3,0,2900,64,2,0,1,0,64,84,VERY HIGH
10267,Adam Young,31,0,0,0,0,0,1,2019,2,1HGCM82633A194465,2,1210,304,3,0,1912,87,4,0,1,0,87,117,VERY HIGH
10268,Mary Klein,25,1,0,0,1,1,13,2019,2,1HGCM82633A191759,0,893,365,3,0,3142,98,1,1,0,0,98,98,VERY HIGH
10269,Crystal Taylor,26,1,0,0,1,2,11,2020,1,1HGCM82633A074285,0,1486,463,3,0,4249,72,4,0,0,0,72,82,VERY HIGH
10270,Ashley Morris,68,1,0,0,1,2,12,2020,1,1HGCM82633A153348,1,988,590,1,0,1739,62,1,1,1,0,62,82,VERY HIGH
10271,Nicholas Gray,45,0,0,0,1,4,5,2023,2,1HGCM82633A271428,1,1082,328,3,0,905,96,3,1,1,0,96,126,VERY HIGH
10272,Katherine Moore,39,0,0,0,1,4,4,2022,2,1HGCM82633A964312,2,1171,323,1,0,1768,92,3,0,0,0,92,102,VERY HIGH
10273,Samuel Coleman,61,1,0,0,0,4,5,2021,0,1HGCM82633A047915,1,916,367,1,0,4476,86,2,1,1,0,86,106,VERY HIGH
10274,Ashlee Sanchez,33,1,0,0,0,5,0,2023,1,1HGCM82633A091749,1,861,684,1,0,4827,77,1,0,0,0,77,77,HIGH B
10275,Rebecca Martin,69,0,0,0,1,0,10,2019,1,1HGCM82633A198273,2,910,483,2,0,1595,81,1,1,0,0,81,81,VERY HIGH
10276,Michael Leonard,37,0,0,0,0,1,3,2020,1,1HGCM82633A299211,1,827,573,0,0,0,94,3,1,1,0,94,124,VERY HIGH
10277,Derrick Mcdonald,70,1,0,0,1,5,0,2019,2,1HGCM82633A960127,1,1490,583,2,0,1470,69,0,0,1,0,69,89,VERY HIGH
10278,David Russell,36,0,0,0,1,4,4,2023,2,1HGCM82633A433192,0,879,544,1,0,2935,87,2,0,0,0,87,87,VERY HIGH
10279,Christy Flores,33,0,0,0,1,1,13,2019,1,1HGCM82633A469882,1,1293,463,2,0,3965,69,2,1,1,0,69,89,VERY HIGH
10280,Keith Ferguson,69,1,0,0,1,1,13,2019,0,1HGCM82633A341743,1,1036,449,0,0,0,87,5,0,0,0,87,97,VERY HIGH
10281,Deborah Hampton,61,1,0,0,1,5,0,2023,1,1HGCM82633A527067,0,1051,383,0,0,0,67,4,1,1,0,67,97,VERY HIGH
10282,Ricardo Mitchell,47,0,0,0,0,2,12,2023,2,1HGCM82633A679983,0,1149,392,0,0,0,81,1,1,1,0,81,101,VERY HIGH
10283,Adam Rodriguez,63,1,0,0,0,5,0,2022,2,1HGCM82633A437748,2,1305,446,2,0,742,73,0,0,1,0,73,93,VERY HIGH
10284,Jonathan Sampson,57,0,0,0,0,1,3,2021,2,1HGCM82633A035410,2,867,530,1,0,313,66,3,0,1,0,66,96,VERY HIGH
10285,Marco Knapp,41,0,0,0,0,0,10,2020,1,1HGCM82633A621357,2,1170,483,3,0,1649,61,3,0,1,0,61,91,VERY HIGH
10286,Ryan Patterson,63,1,0,0,0,0,1,2022,0,1HGCM82633A659118,0,928,325,2,0,1613,83,1,1,0,0,83,83,VERY HIGH
10287,Alan Lara,67,0,0,0,1,5,0,2019,0,1HGCM82633A673616,1,1081,623,3,0,1751,70,5,0,0,0,70,80,VERY HIGH
10288,Elizabeth Jackson,35,1,0,0,0,1,13,2019,1,1HGCM82633A818502,0,1483,414,1,0,4066,76,2,0,1,0,76,96,VERY HIGH
10289,Paul Chavez,66,0,0,0,0,4,5,2020,0,1HGCM82633A359748,0,943,354,0,0,0,98,4,1,1,0,98,128,VERY HIGH
10290,Jerry Smith,54,0,0,0,1,3,2,2023,2,1HGCM82633A153481,1,1334,407,1,0,2453,95,2,0,0,0,95,95,VERY HIGH
10291,Stacy Garcia,54,1,0,0,1,0,10,2019,1,1HGCM82633A403127,2,1061,656,2,0,3704,88,0,0,1,0,88,108,VERY HIGH
10292,David Gallegos,69,1,0,0,1,0,1,2019,2,1HGCM82633A790860,1,1402,353,1,0,4676,60,0,1,1,0,60,80,VERY HIGH
10293,Bradley Mack,54,1,0,0,0,2,12,2021,2,1HGCM82633A463798,1,1070,402,3,0,4943,88,3,0,1,0,88,118,VERY HIGH
10294,Chelsea Bowman,25,0,0,0,0,0,1,2020,1,1HGCM82633A969345,1,1068,478,2,0,1814,71,4,0,1,0,71,101,VERY HIGH
10295,Mark Hines,41,0,0,0,0,3,8,2023,0,1HGCM82633A454223,1,1168,470,2,0,467,84,5,0,0,0,84,94,VERY HIGH
10296,Alexander Wells,43,0,0,0,0,1,3,2021,1,1HGCM82633A430178,2,1441,463,0,0,0,82,0,0,0,0,82,82,VERY HIGH
10297,Catherine Velasquez,47,0,0,0,1,2,12,2022,0,1HGCM82633A958207,0,1155,419,0,0,0,63,3,0,1,0,63,93,VERY HIGH
10298,John Ashley,66,1,0,0,1,3,7,2022,1,1HGCM82633A503931,0,980,538,0,0,0,85,4,1,1,0,85,115,VERY HIGH
10299,Carlos Miller MD,31,1,0,0,0,3,6,2022,2,1HGCM82633A869431,2,1394,445,0,0,0,81,3,0,1,0,81,111,VERY HIGH
10300,Joshua Love,46,1,0,0,0,5,0,2022,2,1HGCM82633A039467,2,818,647,3,0,2610,62,4,1,0,0,62,72,HIGH B
10301,Diane Haas,60,1,0,0,0,5,0,2020,2,1HGCM82633A566634,0,1385,552,3,0,3551,71,3,0,0,0,71,81,VERY HIGH
10302,Kristen Burton,27,0,0,0,1,5,0,2021,0,1HGCM82633A472666,1,805,330,0,0,0,68,4,0,0,0,68,78,HIGH B
10303,Valerie Ritter,26,1,0,0,0,1,13,2019,0,1HGCM82633A947854,0,1360,395,3,0,3186,61,2,0,1,0,61,81,VERY HIGH
10304,Laurie Barton,61,1,0,0,0,1,13,2021,1,1HGCM82633A067741,1,888,594,2,0,2992,64,3,1,1,0,64,94,VERY HIGH
10305,Gary Bennett,61,0,0,0,0,4,4,2020,2,1HGCM82633A522711,0,1317,357,2,0,4766,97,4,1,0,0,97,107,VERY HIGH
10306,Amanda Banks,47,0,0,0,1,0,10,2020,1,1HGCM82633A086624,1,1169,349,2,0,1226,76,1,0,1,0,76,96,VERY HIGH
10307,Tyler Johnson,30,0,0,0,1,0,10,2020,1,1HGCM82633A211744,0,1004,380,3,0,4870,87,5,1,0,0,87,97,VERY HIGH
10308,Kevin Adams,48,1,0,0,0,2,11,2023,0,1HGCM82633A710437,0,1197,448,1,0,3529,60,5,1,1,0,60,90,VERY HIGH
10309,Timothy Gray,64,0,0,0,1,1,3,2022,1,1HGCM82633A600150,0,1117,390,1,0,2624,67,4,0,0,0,67,77,HIGH B
10310,Aaron Weber,61,0,0,0,0,5,0,2021,0,1HGCM82633A927192,1,1121,545,2,0,4161,74,2,1,1,0,74,94,VERY HIGH
10311,Kristina Flynn,69,1,0,0,1,4,14,2019,1,1HGCM82633A191317,2,1241,675,1,0,54,74,4,0,0,0,74,84,VERY HIGH
10312,John Heath,41,1,0,0,0,2,11,2021,2,1HGCM82633A281256,1,1427,667,1,0,252,98,3,0,1,0,98,128,VERY HIGH
10313,Mark Mullen,44,1,0,0,1,2,11,2022,2,1HGCM82633A831658,2,1046,536,1,0,1497,91,3,1,1,0,91,121,VERY HIGH
10314,Laura Long,37,0,0,0,1,3,6,2021,0,1HGCM82633A391296,0,1014,457,1,0,1342,82,1,1,0,0,82,82,VERY HIGH
10315,Terri Wagner,31,1,0,0,1,1,3,2021,0,1HGCM82633A002432,0,1085,593,2,0,883,86,2,0,1,0,86,106,VERY HIGH
10316,John Webb,31,1,0,0,0,0,10,2023,1,1HGCM82633A442025,1,1485,600,1,0,977,87,3,1,1,0,87,117,VERY HIGH
10317,William Davis,59,0,0,0,0,3,7,2020,1,1HGCM82633A245319,1,828,490,2,0,4229,97,4,0,0,0,97,107,VERY HIGH
10318,Heather Ross,31,1,0,0,0,0,10,2020,0,1HGCM82633A468505,0,833,626,2,0,1702,86,4,1,1,0,86,116,VERY HIGH
10319,Vincent Fisher,38,0,0,0,0,3,8,2021,0,1HGCM82633A240415,2,975,410,3,0,3565,72,1,1,1,0,72,92,VERY HIGH
10320,Raymond Adams,51,1,0,0,0,1,3,2021,1,1HGCM82633A245812,2,1039,555,1,0,4637,63,4,1,1,0,63,93,VERY HIGH
10321,Keith Watkins,52,1,0,0,0,3,6,2021,0,1HGCM82633A404009,2,1089,350,1,0,2482,96,0,1,1,0,96,116,VERY HIGH
10322,Steve Young,55,1,0,0,1,4,5,2020,0,1HGCM82633A308378,0,1383,327,3,0,3904,95,4,1,1,0,95,125,VERY HIGH
10323,Manuel Cook,40,1,0,0,0,0,1,2021,0,1HGCM82633A510652,1,1261,403,3,0,2145,90,1,0,0,0,90,90,VERY HIGH
10324,Crystal Becker,63,1,0,0,1,0,10,2021,1,1HGCM82633A690397,0,934,671,3,0,900,75,4,0,1,0,75,105,VERY HIGH
10325,Candice Shelton,25,0,0,0,1,4,14,2020,1,1HGCM82633A734129,2,1122,312,2,0,286,87,5,1,0,0,87,97,VERY HIGH
10326,William Lopez,28,1,0,0,1,1,3,2022,1,1HGCM82633A426486,2,826,584,3,0,869,86,2,1,1,0,86,106,VERY HIGH
10327,Jessica Marshall,27,1,0,0,1,5,0,2023,2,1HGCM82633A954446,2,814,622,0,0,0,96,4,1,0,0,96,106,VERY HIGH
10328,Allison Pineda,62,0,0,0,1,3,7,2020,0,1HGCM82633A836460,0,1367,422,1,0,3957,98,2,0,0,0,98,98,VERY HIGH
10329,Bradley Yates,28,0,0,0,0,4,5,2022,2,1HGCM82633A007685,2,1269,333,1,0,1870,67,1,0,1,0,67,87,VERY HIGH
10330,Jeremy Manning,51,0,0,0,0,1,13,2023,2,1HGCM82633A792909,2,1199,379,3,0,4692,68,0,0,1,0,68,88,VERY HIGH
10331,Jeffrey Robinson,62,0,0,0,1,1,3,2021,2,1HGCM82633A972757,2,1036,332,2,0,4380,92,1,0,1,0,92,112,VERY HIGH
10332,Mrs. Tina King,40,0,0,0,1,0,10,2021,2,1HGCM82633A830584,1,1012,348,2,0,2451,72,0,1,1,0,72,92,VERY HIGH
10333,Marie Larson,59,1,0,0,1,4,14,2022,0,1HGCM82633A282215,1,1335,486,3,0,542,97,3,0,0,0,97,107,VERY HIGH
10334,John Miller,35,1,0,0,1,0,1,2022,1,1HGCM82633A027929,0,825,609,1,0,495,86,3,0,1,0,86,116,VERY HIGH
10335,Howard Anderson,49,1,0,0,1,2,12,2019,0,1HGCM82633A505119,0,1431,586,1,0,1345,81,3,1,1,0,81,111,VERY HIGH
10336,Matthew Davies,56,1,0,0,0,0,1,2023,0,1HGCM82633A207663,0,937,306,0,0,0,88,2,0,0,0,88,88,VERY HIGH
10337,Scott Acevedo,49,0,0,0,0,3,8,2019,2,1HGCM82633A762636,1,1162,346,2,0,213,89,5,1,1,0,89,119,VERY HIGH
10338,Debra Pacheco,49,1,0,0,1,2,11,2020,0,1HGCM82633A554753,2,912,577,0,0,0,93,1,0,1,0,93,113,VERY HIGH
10339,William Bush,42,1,0,0,0,0,10,2019,2,1HGCM82633A721899,2,1399,394,0,0,0,89,0,0,1,0,89,109,VERY HIGH
10340,Evan Miller,41,0,0,0,0,3,2,2020,0,1HGCM82633A245116,1,1003,453,0,0,0,63,1,1,1,0,63,83,VERY HIGH
10341,Garrett Cook,41,0,0,0,1,0,10,2021,0,1HGCM82633A034228,0,1458,525,0,0,0,66,1,1,1,0,66,86,VERY HIGH
10342,Tyler Miller,51,1,0,0,1,5,0,2021,1,1HGCM82633A410616,2,811,566,0,0,0,86,5,1,1,0,86,116,VERY HIGH
10343,Matthew Mann,54,1,0,0,0,5,0,2020,1,1HGCM82633A121691,2,989,509,0,0,0,82,3,0,1,0,82,112,VERY HIGH
10344,Kenneth Garcia,34,1,0,0,1,1,3,2023,0,1HGCM82633A462874,2,1481,643,0,0,0,74,3,0,0,0,74,84,VERY HIGH
10345,Lori Lucas,60,1,0,0,0,0,1,2021,0,1HGCM82633A422138,2,1175,655,2,0,3146,68,0,1,1,0,68,88,VERY HIGH
10346,Noah Booth,38,0,0,0,1,3,7,2022,1,1HGCM82633A158647,2,810,654,1,0,845,83,3,1,1,0,83,113,VERY HIGH
10347,Christopher Perez,50,0,0,0,0,5,0,2021,0,1HGCM82633A127615,2,842,501,3,0,2281,81,1,1,0,0,81,81,VERY HIGH
10348,Frank Gonzalez,56,1,0,0,0,0,1,2020,1,1HGCM82633A857597,0,844,340,1,0,3243,85,3,1,0,0,85,95,VERY HIGH
10349,Dr. Patricia Smith,64,0,0,0,1,5,0,2023,0,1HGCM82633A924388,1,1297,495,0,0,0,99,5,0,0,0,99,109,VERY HIGH
10350,Ashley Gonzales,67,0,0,0,1,4,4,2023,0,1HGCM82633A078889,0,1166,637,3,0,1563,79,2,1,0,0,79,79,HIGH B
10351,Mary Berg,29,0,0,0,0,2,12,2022,2,1HGCM82633A953572,2,1215,565,3,0,1318,69,0,0,0,0,69,69,HIGH A
10352,Sarah Hester,51,0,0,0,0,3,2,2023,1,1HGCM82633A201802,1,1434,398,3,0,3439,63,1,0,1,0,63,83,VERY HIGH
10353,Amy Solomon,59,0,0,0,1,1,13,2022,0,1HGCM82633A310325,1,1098,669,3,0,4540,83,3,1,1,0,83,113,VERY HIGH
10354,Dr. Lisa Rollins,38,0,0,0,1,0,10,2020,2,1HGCM82633A360939,1,1169,332,2,0,4631,73,4,1,1,0,73,103,VERY HIGH
10355,Nancy Perry,66,1,0,0,0,5,0,2023,2,1HGCM82633A192544,2,1489,653,3,0,4549,90,2,1,0,0,90,90,VERY HIGH
10356,Jason Rivera,66,0,0,0,1,0,10,2019,2,1HGCM82633A847856,0,847,427,3,0,750,62,3,0,0,0,62,72,HIGH B
10357,Jamie Jacobson,32,0,0,0,0,4,14,2023,0,1HGCM82633A037466,0,819,428,1,0,3585,70,1,1,0,0,70,70,HIGH B
10358,Selena Hess,59,1,0,0,0,2,11,2021,0,1HGCM82633A273293,2,873,331,0,0,0,63,5,1,1,0,63,93,VERY HIGH
